tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
3473.00;695504114#4_0;49.75;16.88;3374.00;0.26;695446624#0_0;5.10;13.71;tripinfo_536 fcd_536;99.00;536;0;722.30;1.00;0.00;68.80;DEFAULT_VEHTYPE;;2;41.00
3476.00;695446623#1_1;50.37;19.28;3453.00;0.54;-39368999#0_1;5.10;31.66;tripinfo_364 fcd_364;23.00;364;0;387.41;1.14;0.00;10.72;DEFAULT_VEHTYPE;;0;0.00
3477.00;695490087#1_2;110.06;24.72;3382.00;0.31;695504114#1_0;5.10;29.11;tripinfo_31 fcd_31;95.00;31;0;921.40;1.05;0.00;60.04;DEFAULT_VEHTYPE;;1;32.00
3488.00;695504114#4_0;49.75;18.04;3469.00;0.85;-39368999#0_0;5.10;28.74;tripinfo_342 fcd_342;19.00;342;0;361.63;1.03;0.00;5.25;DEFAULT_VEHTYPE;;0;0.00
3521.00;695490087#1_0;110.06;22.46;3477.00;0.91;695446624#0_0;5.10;13.71;tripinfo_411 fcd_411;44.00;411;0;176.33;1.03;0.00;37.64;DEFAULT_VEHTYPE;;1;28.00
3522.00;695446623#1_1;50.37;17.04;3454.00;0.53;695504114#1_0;5.10;23.71;tripinfo_191 fcd_191;68.00;191;0;248.31;0.85;0.00;55.29;DEFAULT_VEHTYPE;;1;45.00
3522.00;695446623#1_0;50.37;16.64;3479.00;0.96;695446624#0_1;5.10;13.71;tripinfo_588 fcd_588;43.00;588;0;101.36;0.76;0.00;36.56;DEFAULT_VEHTYPE;;1;28.00
3524.00;695504114#4_0;49.75;27.47;3515.00;0.53;695504114#1_0;5.10;27.81;tripinfo_100 fcd_100;9.00;100;0;239.51;1.00;0.00;0.26;DEFAULT_VEHTYPE;;0;0.00
3536.00;695504114#4_0;49.75;20.19;3524.00;0.30;695504114#1_0;5.10;21.42;tripinfo_114 fcd_114;12.00;114;0;239.51;0.77;0.00;0.43;DEFAULT_VEHTYPE;;0;0.00
3564.00;695504114#4_2;49.75;17.58;3544.00;0.77;-695446623#1_0;5.10;20.87;tripinfo_718 fcd_718;20.00;718;0;142.02;1.03;0.00;13.48;DEFAULT_VEHTYPE;;1;4.00
3567.00;695490087#1_2;110.06;24.52;3499.00;0.51;-39368999#0_0;5.10;27.25;tripinfo_232 fcd_232;68.00;232;0;444.49;0.98;0.00;49.43;DEFAULT_VEHTYPE;;1;38.00
3573.00;695490087#1_2;110.06;23.48;3534.00;0.57;-39368999#0_0;5.10;24.54;tripinfo_243 fcd_243;39.00;243;0;444.49;0.88;0.00;18.29;DEFAULT_VEHTYPE;;1;8.00
3576.00;39368999#0_1;259.89;29.57;3509.00;0.01;-39368999#0_0;5.10;29.75;tripinfo_259 fcd_259;67.00;259;0;596.38;1.07;0.00;44.77;DEFAULT_VEHTYPE;;1;32.00
3578.00;39368999#0_0;259.89;27.03;3563.00;0.92;-695446623#1_0;5.10;20.87;tripinfo_671 fcd_671;15.00;671;0;387.69;1.00;0.00;0.77;DEFAULT_VEHTYPE;;0;0.00
3582.00;695490087#1_0;110.06;23.47;3568.00;0.77;-695446623#1_0;5.10;26.09;tripinfo_642 fcd_642;14.00;642;0;196.03;1.04;0.00;5.41;DEFAULT_VEHTYPE;;0;0.00
3583.00;39368999#0_1;259.89;26.26;3568.00;0.14;-695446623#1_1;5.10;27.46;tripinfo_684 fcd_684;15.00;684;0;387.69;0.99;0.00;0.37;DEFAULT_VEHTYPE;;0;0.00
3590.00;39368999#0_1;259.89;27.14;3555.00;0.19;-39368999#0_0;5.10;27.28;tripinfo_295 fcd_295;35.00;295;0;596.38;0.98;0.00;11.95;DEFAULT_VEHTYPE;;1;3.00
3591.00;695490087#1_0;110.06;21.96;3576.00;0.81;-695446623#1_0;5.10;26.09;tripinfo_636 fcd_636;15.00;636;0;196.03;0.95;0.00;6.84;DEFAULT_VEHTYPE;;0;0.00
3594.00;39368999#0_1;259.89;23.45;3577.00;0.60;-695446623#1_1;5.10;20.87;tripinfo_651 fcd_651;17.00;651;0;387.69;0.89;0.00;0.51;DEFAULT_VEHTYPE;;0;0.00
3606.00;39368999#0_0;259.89;29.80;3593.00;0.92;-695446623#1_0;5.10;30.49;tripinfo_683 fcd_683;13.00;683;0;387.69;1.10;0.00;0.26;DEFAULT_VEHTYPE;;0;0.00
3608.00;695504114#4_0;49.75;16.48;3570.00;0.68;695504114#1_0;5.10;27.05;tripinfo_126 fcd_126;38.00;126;0;239.51;0.97;0.00;29.03;DEFAULT_VEHTYPE;;1;19.00
3620.00;39368999#0_0;259.89;27.02;3574.00;0.67;695504114#1_1;5.10;28.07;tripinfo_52 fcd_52;46.00;52;0;467.13;1.01;0.00;27.47;DEFAULT_VEHTYPE;;1;15.00
3625.00;39368999#0_0;259.89;11.22;3593.00;0.27;695446624#0_1;5.10;10.68;tripinfo_463 fcd_463;32.00;463;0;350.89;0.95;0.00;17.25;DEFAULT_VEHTYPE;;1;2.00
3652.00;695504114#4_0;49.75;15.64;3567.00;0.77;695446624#0_1;5.10;10.68;tripinfo_505 fcd_505;85.00;505;0;722.30;0.97;0.00;54.84;DEFAULT_VEHTYPE;;1;28.00
3654.00;695504114#4_2;49.75;17.59;3598.00;0.15;-695446623#1_0;5.10;20.87;tripinfo_720 fcd_720;56.00;720;0;142.02;0.93;0.00;48.62;DEFAULT_VEHTYPE;;1;40.00
3849.00;695446623#1_0;50.37;20.58;3542.00;0.08;695446624#0_1;5.10;13.71;tripinfo_582 fcd_582;307.00;582;0;92.31;0.75;0.00;302.82;DEFAULT_VEHTYPE;;1;301.00
3880.00;695490087#1_1;110.06;24.26;3546.00;0.38;695446624#0_0;5.10;11.24;tripinfo_425 fcd_425;334.00;425;0;176.33;0.96;0.00;327.28;DEFAULT_VEHTYPE;;2;314.00
3889.00;695504114#4_0;49.75;17.15;3542.00;0.79;695446624#0_0;5.10;13.71;tripinfo_530 fcd_530;347.00;530;0;697.87;1.04;0.00;321.24;DEFAULT_VEHTYPE;;1;301.00
